ID	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	EVENT_VALIDITY	CAUSE_CODE	FOCAL_DEPTH	PRIMARY_MAGNITUDE	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	MAXIMUM_WATER_HEIGHT	ABE	IIDA	SOLOVIEV	WARNING_STATUS	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
259	1644	10	18				4	1		6.9	JAPAN		HONJO, AKITA	39.4	140.1	85			1	1		117	3											117	3						2	28	1		
260	1645	11	30	12			1	1		8	PHILIPPINES		W. LUZON ISLAND	14.4	121	84																		600	3			2500	4		4		4		
3133	1646	4	5	20			4	1		5.2	ITALY		LIVORNO	43.55	10.317	50				3																					2				3
262	1646	4	5				1	1			TURKEY		MARMARA SEA	41.04	28.98	50				4																									
5420	1646	6	9				1	1		7.6	JAPAN		SANRIKU	37.7	141.7	85																									3				
263	1647	5	7				2	1			PERU		S. PERU	-15.5	-75	89			1.5	2		14	1						2					14	1						2				
266	1648	2	29				-1	0			INDONESIA		BANDA SEA			83																													
3134	1649	1					1	1		5	ITALY		MESSINA STRAITS	38.183	15.55	50				5									1												1				
267	1649	7	30				-1	0			JAPAN		TOKAIDO			85																													
268	1649	12	9				4	1		6.5	SOUTH KOREA		YELLOW SEA	35.5	126	84			1	1									2												2				
269	1650	9	29				4	7		6.3	GREECE		THERA ISLAND (SANTORINI)	36.404	25.396	50	30		5.6	6									1					120	3										
273	1650	12	13				1	9			JAPAN		ECHIZEN (FUKUI)			85			1	1		21	1						3	500	3			21	1						2	500	3		
274	1651						2	3			PERU		PERU-NORTHERN CHILE			89				.5																									
276	1652						4	8			ICELAND		ICELAND			73																													
278	1653	7					1	1			PHILIPPINES		SIBUYAN SEA	13.1	121.6	84				1																									
277	1653						1	0			PORTUGAL		AZORES	38.4	-27.1	73																													
3680	1655	11	13	16	45		1	1		7.7	PERU		CENTRAL PERU	-12.3	-77.6	89																									2		3		
281	1657	3	15	23	30		3	1		8	CHILE		CENTRAL CHILE	-36.83	-73.03	89			3	2.5		40	1						3		3			40	1						3		3		
282	1657	7	9				-1	1			CHILE		CENTRAL CHILE, SANTIAGO	-33.5	-70.7	89																									1				
283	1657	12					2	1			INDONESIA		BANDA SEA	-3	128	83				1																									
284	1657	12					-1	9			JAPAN		CHOSHI			85			1	1			2												2										
3486	1659	2	17	17	2		1	1		7.4	GREECE		AEGEAN SEA	41	27.8	50																													
285	1659	11	11				2	6			INDONESIA		BANDA SEA	-6.92	129.125	83	1.5			0																									
5482	1660						2	6			PAPUA NEW GUINEA		LONG ISLAND	-5.358	147.12	82																		2000	4						3		3		
288	1661	1	8				2	1		6	TAIWAN		SOUTH CHINA SEA	23	120.1	84				1.5															3						1	31	1		1
3135	1661	4	22				3	1			ITALY		GULF OF VENICE			50				3																									
289	1662	10	20				-1	1			JAPAN		SANRIKU			85			2	2																									
291	1662	10	30	14			4	1		7.6	JAPAN		HIUGANADA	31.7	132	85	1		2	2.5		200	3						4	2500	4			200	3						2	2500	4		
293	1664						4	6			JAPAN		TORISHIMA, RYUKYU ISLANDS	27.85	128.25	85			1	1									1					1	1						1				
294	1666	5	31				3	1		6.4	JAPAN		AICHI PREFECTURE	35	136.8	85			1	1			2						1						2						1				
297	1667	4	6	7	10		2	1		7.2	CROATIA		DALMATIAN COASTS	42.6	18.1	50				4									1					5000	4						4		4		
298	1667	11	30				2	1		6.6	TURKEY		IZMIR	38.4	27.1	50				2																									
295	1667						4	1		6.7	JAPAN		MIYAKOJIMA, JAPAN	25	125.5	85			1	1																									
2440	1668	4	13				0	1			USA	MA	BOSTON AND SALEM, MASSACHUSETTS	42.35	-71.05	75																													
299	1668	7	10				3	1		6.6	TURKEY		SMYRNA, W. TURKEY	38.4	27.1	50				2																									
300	1668	7	25				3	1		8.5	CHINA		TANCHENG, SHANDONG PROVINCE	35.3	118.6	84																		42578	4						4		4		
301	1668	7	31				2	1		6.4	NORTH KOREA		YELLOW SEA	38	126	84			1	1.5			1						1		1				1						1		1		
302	1668	11	23				1	0			PORTUGAL		AZORES	38.5	-28.1	73																													
304	1670	8	19				4	1		6.8	CHINA		EAST CHINA SEA	33	122.5	84			1	1.5			3												3										
305	1670	9					-1	9			JAPAN		SEIONAIKAI, JAPAN			85																													
307	1670	12	17				4	1		6.4	JAPAN		BOSO, JAPAN	35.5	141	85	2		1	1									1												1				
5423	1671	2	27				1	1		6.9	JAPAN		NANKAIDO	33.4	134.7	85																													
3487	1672	2	14				3	1		6.8	GREECE		AEGEAN SEA			50																													
3136	1672	4	14	15	45		4	1		5.6	ITALY		CENTRAL ADRIATIC	43.933	12.583	50				3														1500	4						3		3		
309	1672	4					1	1		6.5	GREECE		ISLAND OF TENEDOS	40	26	50																													
308	1672						1	1			GREECE		THIRA ISLAND &  CYCLADE ISLANDS	36.5	25.5	50				1																									
310	1673	5	20				-1	6			INDONESIA		N. MOLUCCAS ISLANDS	1.375	127.52	83																													
311	1673	7	12				-1	1			INDONESIA		BANDA SEA	-3	128	83																													
312	1673	8	12				3	6			INDONESIA		N. MOLUCCAS ISLANDS	1.375	127.52	83			1	1															3						1				
315	1674	2	17	11	30		4	1	40	6.8	INDONESIA		BANDA SEA	-3.75	127.75	83	100		2	1.5		2244	4	6	1				3		3			2330	4			41	1		3		3		
316	1674	5	6				3	1		6	INDONESIA		BANDA SEA	-3.7	128.2	83			1	0																									
318	1675	3					2	1			PHILIPPINES		SULU SEA	13	121	84				1																					1		1		
320	1676	11					1	9			JAPAN		HITACHI			85				1.5			1						1		1				1						1		1		
319	1676						1	1			PORTUGAL		AZORES	38.733	-27.066	73				1																									
321	1677	4	13				4	1		8.1	JAPAN		SANRIKU	40	144	85	6		2.6	2			1						1		1				1						1		1		
322	1677	11	4				4	1		7.4	JAPAN		OFF SE. BOSO PENINSULA	35	141.5	85	8		3	3		500	3						3	1001	4			500	3						3	1001	4		
323	1677	12	7	11	30		2	1			PHILIPPINES		W. LUZON ISLAND	14.5	120.5	84			1	1														2	1				3		1				1
325	1678	6	18	1	45		3	1	40	8.4	PERU		CENTRAL PERU	-9	-79	89			2	2.5									3		3				3						3		3		
327	1680	8	29				-1	9			JAPAN		ENSHUNADA			85			2	2																									
5501	1680	9	28				2	1			JAPAN		TOTOMI-NADA	34.6	137.6	85				2			3								3				3								3		
4279	1680	10	9	7			4	1			SPAIN		ALBORAN SEA	36.5	-3.6	50				3																									
3488	1681	2	10				1	1			GREECE		CRETE	35.6	24	50																													
329	1681	3	10				1	1		7.5	CHILE		N. CHILE	-18.5	-70.35	89																													
330	1681	6	12				1	1			SOUTH KOREA		SEA OF JAPAN	37.5	129.5	84																													
331	1681	6	26				1	8			SOUTH KOREA		SEA OF JAPAN	37.5	129.5	84																													
5302	1681	12	11				2	1			INDONESIA		SUMATRA			60																													
3137	1682	8					3	1			ITALY		BAY OF NAPLES			50				3																									
332	1682	10	19				-1	0			PERU		PERU			89																													
333	1682	12					-1	0			CHINA		SOUTH CHINA SEA			84																													
334	1686						-1	1			CHILE		CHILE			89																													
335	1687	7	12				1	1		7.5	CHILE		CENTRAL CHILE	-32.8	-70.7	89																			1						1		1		
336	1687	7	26				-1	9			JAPAN		S. JAPAN			85				0																									
337	1687	10	20	10	30		4	1	30	8.5	PERU		S. PERU	-13.5	-76.5	89			3	3.5		5000	4						3					5000	4						3				
340	1688	3	1				1	1			JAMAICA		PORT ROYAL	17.6	-76.5	74													1																
339	1688	7	10	11	45		2	1		7	TURKEY		IZMIR	38.4	26.9	50				2														16000	4						3		3		
342	1689						2	0			JAPAN		SANRIKU			85	2		1	1																									
3138	1690	2	3				2	6		7.7	ITALY		BAY OF NAPLES			50				3																									
345	1690	4	16				4	1		8	ANTIGUA AND BARBUDA		ANTIGUA; SAINT KITTS AND NEVIS	17.5	-61.5	74																									3				
344	1690						-1	0			PERU		PERU			89																													
343	1690						-1	0			INDONESIA		BANDA SEA			83																													
4269	1691	7	26				1	1			PORTUGAL		AZORES			73																													
346	1692	6	7				4	3		7.7	JAMAICA		PORT ROYAL	17.8	-76.7	74	1.8					2000	4						3		3			3000	4										
3813	1693	1	9	21			2	1		6	ITALY		EASTERN SICILY	37.333	15.167	50				2														60000	4						4	972	3		
3139	1693	1	11	13	30		4	1		7.4	ITALY		ISLAND OF SICILY	37.133	15.017	50				4														60000	4										
347	1693	2	13				1	6			ICELAND		MOUNT HEKLA	64	-19.683	73																													
3140	1694	9	8	17	45		2	1			ITALY		ADRIATIC SEA	40.8	15.6	50				3																									
351	1696	7	25				-1	9			JAPAN		FUKUSHIMA, JAPAN			85			2	1		2450	4											2450	4										
352	1696	11	25				1	9			JAPAN		ISHINOMAKI			85			1	2			1												1										
3141	1698	5	14	10			2	6			ITALY		BAY OF NAPLES	40.821	14.426	50				3																									
355	1698	12	22				4	1		6.4	JAPAN		SEIKAIDO-NANKAIDO	33.3	131.7	85																													
3142	1699	1					2	1			ITALY		CATANIA	37.15	15.1	50				4																									
356	1699	3					-1	8			JAPAN		SW. KYUSHU ISLAND			85																													
357	1699	9	8				-1	0			JAPAN		ENSHUNADA			85				1																									
361	1700	1	26				4	1		9	USA		CASCADIA SUBDUCTION ZONE	45	-125	88						2	1						3						1						3				
362	1700	4	1				2	8			JAPAN		NAGASAKI PREFECTURE	32.7	129.7	85			2.5	2		1001	4						2	300	2			1001	4						2	300	3		
2690	1700	4	16				2	1		7	JAPAN		TSUSHIMA, NAGASAKI PREFECTURE	34.2	129.3	85	6					1000	3						3		3			1000	3						3		3		
365	1700	9	12				4	1		6.5	SOUTH KOREA		YELLOW SEA	36.5	126.5	84				1																									
3143	1703	2	2	21	11	5	0	1		6.7	ITALY		LATIUM	42.467	13.2	50				3														10000	4						3		3		
3144	1703	7	2				2	1		3.2	ITALY		LIGURIA-COTE D'AZUR	44.4	8.917	50				3																									
367	1703	12	30	17			4	1		8.2	JAPAN		OFF SW BOSO PENINSULA	34.7	139.8	85	10.5		4	3		5233	4						4	20162	4			5233	4						4	20162	4		
370	1704	1					2	0			JAPAN		SURUGA	34.8	138.6	85	2		1																										
368	1704						2	0			JAPAN		TAIJI, KII	33.6	136	85	2		1	1									1	30	1										1	30	1		
373	1705	11	26				1	1			CHILE		N. CHILE	-18.6	-70.2	89	8		3	3									2												2				
375	1706	5	6				1	6			SPAIN		CANARY ISLANDS	28.2	-16.4	73																													
3148	1707	5					1	6			GREECE		ISLAND OF THIRA			50																													
3149	1707	7	20	17			3	1			ITALY		BAY OF NAPLES			50				3																									
2952	1707	10	28	4			4	1		8.4	JAPAN		ENSHUNADA	34.1	137.8	85	11		3			2000	4						4	10000	4			2000	4							10000	4		
377	1707	10	28	5			4	1		8.4	JAPAN		NANKAIDO	33.2	134.8	85	25.7		3.5	4		5000	4						4	17000	4			5000	4						4	77000	4		
379	1708	2	13				4	1		7	JAPAN		TOKAIDO	34	137	85			1	1									1												1				
380	1708	11	28				3	1			INDONESIA		BANDA SEA	-3.69	128.15	83			2	2									1												1				
381	1710	3	6				3	1			INDONESIA		BANDA SEA	-4.53	129.9	83			1	1.5									1												3				3
3576	1710	4	16				0	1		5.5	CHINA		HUNAN PROVINCE	27.8	111.6	84	2																												
383	1711	9	5				4	1		7	INDONESIA		BANDA SEA	-4	129	83	1.2		1	1.5		2	1						1	2	1			2	1						1	2	1		
384	1711	12	20				4	1		6.7	JAPAN		SEIONAIKAI, JAPAN	34.3	134	85	2		1	1														1000	3						3	1713	4		
3150	1714	6	30				2	6			ITALY		CAMPANIA	40.821	14.426	50				3																									
3351	1714	8	4				0	1			MYANMAR (BURMA)		AVA (INNWA)	21.85	95.967	60																													
385	1715	8	23	0			3	1	80	7.5	PERU		PERU	-17.3	-70.8	89																			1						1		1		
386	1715	12	29				4	1		6.6	JAPAN		SEIKAIDO	33.3	131.7	85																													
387	1716	9	24				4	6			PHILIPPINES		TAAL, LUZON ISLAND	14.002	120.993	84																			1						3		3		
5502	1716						-1	0			JAPAN		OSHIMA ISLAND	34.73	139.4	85																													
388	1718	10	5				-1	0			JAPAN		TOKAIDO			85																													
3151	1719						-1	6			ITALY		BAY OF NAPLES			50				2																									
3152	1721	3	24				1	1			SPAIN		BALEARIC ISLANDS			50																													
3581	1721						1	1			TAIWAN		TAINAN	23	120.2	84						2000	4						4		4			2000	4						4		4		
390	1722	9	24				-1	9			JAPAN		ISE BAY, JAPAN			85			1	1.5																									
392	1722	10					1	1			INDONESIA		DJAKARTA (JAKARTA), JAVA	-6.174	106.829	60				0																									
393	1722	12	27	16	30		1	1			PORTUGAL		TAVIRA, ALGARVE	37.2	-7.6	73																			3						2	27	1		
394	1723	2	18	2			1	1		7	GREECE		IONIAN SEA	38.5	20.5	50				3															1						2		3		
3153	1723	3	28				2	1			ITALY		BAY OF NAPLES			50				3																									
3687	1724						-1	1			PERU		CENTRAL PERU			89																													
397	1725	3	27				2	1	50		PERU		S. PERU	-16.6	-72.7	89	2		1	1.5									2												2				
399	1726	4	1				4	1		6.6	JAPAN		KATSUYAMA	36.3	136	85			1	1			3						2		2				3						2		2		
3154	1726	9	1	21	55		4	1		5.8	ITALY		NORTHERN SICILY	38.117	13.35	50				3														250	3						3	1614	4		
398	1726						2	0			VENEZUELA		PENINSULA DE ARAYA	10.633	-64.3	74													1																
3157	1727	7	4				2	1		5.2	ITALY		SICILY CHANNEL	37.5	13	50				3																									
3158	1730	3	23				2	0			ITALY		TORRE ANNUNZIATA			50				2																									
400	1730	7	8	8	45		4	1		8.7	CHILE		CENTRAL CHILE	-32.5	-71.5	89			4	3.5		3	1						3		3			5	1						3		3		
5424	1730	11	10				1	1		7.6	JAPAN		KASHIMA	36.2	142.2	85																													
4252	1731	1	8				4	8			NORWAY		WESTERN NORWAY	62.333	6.967	73				6																									
3159	1731	3	20				2	1			ITALY		TYRRHENIAN SEA	41.51	15.5	50				4														3600	4										
401	1731	10	7				-1	1		6.6	JAPAN		SANRIKU			85																													
404	1732	2	25				3	1			MEXICO		S. MEXICO	16.8	-99.9	88	3		1.6	1.5									1												3		3		
405	1732	11					2	1			GREECE		ISLAND OF KERKYRA (CORFU)	39.5	20	50				2																									
406	1732	12	4				3	1		6.5	JAPAN		KUJUKURI BEACH, JAPAN	35.2	140.8	85	2		1	1																									
403	1732						1	0			JAPAN		HACHIJO ISLAND, JAPAN	33.1	139.767	85	2		1																										
407	1735	12	27				2	1			PHILIPPINES		E. LUZON ISLAND	15.8	121.7	84				1.5			3						2		3				3						2		3		
2691	1737	10	11				-1	9			INDIA		CALCUTTA			60						300000	4																						
412	1737	10	16	16	0		4	1			RUSSIA		KAMCHATKA			86	64		4.5	4		3	1						1		3			3	1						1		3		
414	1737	12	17				-1	1		7.5	RUSSIA		KAMCHATKA	50	157	86																													
415	1737	12	24				1	1		8	CHILE		S. CHILE	-43	-74	89																			2						2		2		
416	1738						3	1		6.5	GREECE		MILOS ISLAND, AEGEAN ISLANDS	36.8	24.4	50				3																									
3160	1741	1	31				3	1		7.3	GREECE		ISLAND OF RHODES	36.2	28.5	50				4																									
419	1741	8	29				4	6		6.9	JAPAN		W. HOKKAIDO ISLAND	41.5	139.37	85	90		3.2	2.5		1475	4						3	871	3			1475	4						3	871	3		
3161	1742	1	16				4	1			ITALY		LIVORNO	43.5	10.2	50				3																									
3489	1742	2	21				3	0			GREECE		CORINTH GULF			50																													
420	1742	3	23				1	1			CHILE		SC. CHILE	-36.8	-73	89																													
421	1742	11	18				3	1		7	RUSSIA		N. KURIL ISLANDS	51.5	157	86			1	1.5																									
3163	1742	11	19				1	0			ITALY		TUSCANY COAST			50																													
3164	1743	2	20	23	30		1	1		6.9	ITALY		IONIAN AND ADRIATIC SEAS	39	20.3	50																													
422	1744						2	1			PHILIPPINES		N. LUZON ISLAND	17	121	84				1																									
424	1746	10	29	3	30		4	1	30	8	PERU		CENTRAL PERU	-11.996	-77.198	89	24		4.6	3.5		4800	4						4		3			5941	4						4		3		
425	1746	12	26				1	0			PORTUGAL		PORTUGAL			73																													
427	1747	3					2	0			JAPAN		IZU PENINSULA, HACHIJO ISLAND	33.1	139.8	85			0	.5									1												1				
428	1747						1	1			PHILIPPINES		SOUTHEASTERN LUZON ISLAND	13.6	123.2	84																													
429	1748	5	14				4	1		6.8	GREECE		CORINTHOS-PATRAS GULF	38.3	22.1	50				3			3						2		2				3						3		3		
431	1749	8	12	1			4	6			PHILIPPINES		TAAL, LUZON ISLAND	14.002	120.993	84													1						1						3		3		
3688	1750	10					0	1			BULGARIA		MARITZA RIVER	42.1	24.8	50																									3		3		
3165	1750	12	17				2	1			CROATIA		RIJEKA	46	12.25	50				3															3						3		3		
434	1750						1	1			MYANMAR (BURMA)		MYANMAR (BURMA) COAST	18.8	93.633	60				4																									
433	1750						1	1			VENEZUELA		CUMANA	10.7	-64.1	74																													
439	1751	5	20				4	3		6.6	JAPAN		NW. HONSHU ISLAND	37.2	138.1	85			1	1		2100	4						4	9100	4			2100	4						4	9100	4		
440	1751	5	25	5	30		4	1		8.5	CHILE		CENTRAL CHILE	-37	-73	89	3.5		1.8	3.5		65	2						1					65	2						3		3		
441	1751	7	24				1	0			JAPAN		MIYAGI			85			0	.5																									
2388	1751	9	15	19			-1	1		7.3	HAITI		PORT-AU-PRINCE	18.5	-72.3	74																													
443	1751	10	18	19			2	1		7.3	DOMINICAN REPUBLIC		AZUA  DE COMPOSTELA	18.5	-70.7	74													3		3										2				
3166	1751	11	21	9	45		2	1			ITALY		LIGURIAN SEA	43.8	9	50				3									1												1				
444	1751	11	21				-1	1			HAITI		PORT-AU-PRINCE	18.5	-72.3	74																													
445	1752	4	28				1	1			PORTUGAL		PORTUGAL	40.4	-8.7	73																													
446	1752	7	21				2	1		7	SYRIA		LATAKIA			50				3														20000	4										
447	1754	4					3	1		6	TAIWAN		E. CHINA SEA	25.3	121.4	84				.5									1				1								1				1
449	1754	8	18				3	1		6.5	INDONESIA		BANDA SEA	-3.5	128.5	83				0														4	1						2		2		2
452	1754	9	1	7	0		3	1			MEXICO		S. MEXICO	16.8	-99.2	88	4		2	2									3		3										3		3		
3490	1754	9	2	21	30		2	1		7.2	TURKEY		MARMARA SEA	40.6	30	50																													
453	1754	9	7				2	1			INDONESIA		BANDA SEA	-3.5	128.5	83			1	0																									
3491	1754	9	16	16	3		2	1			TURKEY		MARMARA SEA			50																													
2853	1754	11	15				1	6			PHILIPPINES		TAAL, LUZON ISLAND	14.002	120.993	84					0	12	1						3		3			12	1						4		4		
2441	1755	10	4				0	0			USA	NY	LAKE ONTARIO	43.5	-78	75	1.52																												
456	1755	11	1	9	30		4	1		8.8	PORTUGAL		LISBON	36	-11	73	30		3.6			50000	4						4					50000	4						4				
4267	1755	11	2				0	1			PORTUGAL		SW PORTUGAL	37	-10	73																													
457	1755	11	5				1	0			UK		RIVER TEES, ENGLAND	54.68	-1.21	73	.9																												
4284	1755	11	16	15	30		2	1			SPAIN		CORUNA			73																													
459	1755	11	18				1	1			USA	MA	MASSACHUSETTS: EAST OF CAPE ANN	42.7	-70.3	75																													
4266	1755	12	21	9			2	1			PORTUGAL		SW PORTUGAL	37	-10	73																													
4285	1756	1	31				0	0			SPAIN		BALEARES			73																													
460	1756	2	27				2	0			UK		ILFRACOMBE, ENGLAND	51.208	-4.122	73	1.8		.8																										
4253	1756	2					4	8			NORWAY		WESTERN NORWAY	62.767	7.9	73				6																									
461	1756	3	29				1	1			PORTUGAL		LISBON	38.7	-9.1	73																													
3167	1756	10	22	15	30		1	1		7	ITALY		GARGANO PENINSULA	37.7	22.8	50				4																									
462	1757	7	9	23	45		2	1			PORTUGAL		AZORES	38.65	-28.08	73																		1053	4						3		4		
463	1757	7	15				1	1			UK		SCILLY ISLANDS, ENGLAND	49.92	-6.32	73																													
465	1757	8	24				2	1		7.5	INDONESIA		JAKARTA	-6	107	60	.5			-.5																									
3492	1758	5					1	0			GREECE		NORTH EVOIKOS GULF			50																													
466	1759	10	30				2	1			ISRAEL		AKKO	33	35.5	50	8		1.3	4																					2				
467	1760	1	21				2	1			GERMANY		GERMANY & DENMARK			73																													
3188	1760	6	16	16			1	1			ITALY		BAY OF NAPLES			50				3																									
468	1761	3	30	23	1		4	1		8.5	PORTUGAL		LISBON	34.5	-13	73	2.4		1.3																										
469	1761	7	28				-1	9			UK		MOUNT'S BAY, ENGLAND	50.033	-5.417	73																													
470	1761	8	14				1	1			UK		GUERNSEY, ENGLISH CHANNEL	49.465	-2.585	73																													
471	1762	4	2				4	1			BANGLADESH		NORTHERN BAY OF BENGAL	22	92	60	1.83		.8				3											200	3						3				
472	1762	5	26				1	0			NORWAY		NORWAY: BERGEN	60.383	5.333	73																													
473	1762	9	27				1	0			UK		THE THAMES, ENGLAND	51.5	.1	73	3		1.6																										
474	1762	10	31	5			4	1		6.6	JAPAN		NW. HONSHU ISLAND	38.1	138.7	85			1	1									1	26	1				2					1		26	1		
475	1763	1	29	9			3	1		7.4	JAPAN		SANRIKU	40.8	142	85	5		2	2									1	2	1										2	2	1		
476	1763	3	11				4	1		7.8	JAPAN		N. SANRIKU	41	142.5	85			1	1									2		2										2		2		
477	1763	3	15				4	1		7.1	JAPAN		SANRIKU, HACHIONHE	40.7	142	85			1	1			3						3						3						3		3		
479	1763	9	12				3	1			INDONESIA		BANDA SEA	-6	130	83	9			2.5		7	1											7	1						2		3		
