Norway,1986,23.11,,,,,,13.93,,,,,,4.37,,,,,,2.72,,,,0.99,,,,0.65,,,,,,,,,,9.18,,,,9.56,,,,1.65,,,,1.73,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3230.276,3230.276,,,,303474.25,,,0.508683,184686.45,,,,,184686.45,426864.39,,,,514622.93,,,,807849.18,,,,1004592.92,,,,1820541.3,,,,4573585.89,,,,157777.79,,,,,,,339105.85,,,,441316.37,,,,611105.44,,,,800605.83,,,,1514647.45,,,,,,310999.2,,,,375872.61,,,,565971.37,,,,672914.2,,,,1090463.07,,,,2840079.31,,,,1424856.01,,,,,,,,,,,,,,,,,,,2.834,1.545
Norway,1987,23.11,,,,,,13.96,,,,,,4.41,,,,,,2.76,,,,1.01,,,,0.67,,,,,,,,,,9.16,,,,9.54,,,,1.66,,,,1.75,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3261.734,3261.734,,,,343703.53125,,,0.5530708,190526.23,,,,,190526.23,440360.78,,,,531814.09,,,,841132.5,,,,1050307.05,,,,1926419.21,,,,5101441.33,,,,162766.83,,,,,,,348907.48,,,,454484.48,,,,631957.95,,,,831279.02,,,,1573638.97,,,,,,319850.58,,,,386568.98,,,,584373.69,,,,696836.7,,,,1136021.01,,,,2899448.18,,,,1484258.55,,,,,,,,,,,,,,,,,,,2.779,1.562
Norway,1988,22.73,,,,,,13.75,,,,,,4.33,,,,,,2.69,,,,0.94,,,,0.62,,,,,,,,,,8.98,,,,9.42,,,,1.65,,,,1.74,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3290.487,3290.487,,,,370905.125,,,0.590118,191013.39,,,,,191013.39,434165.81,,,,525243,,,,827542.83,,,,1025778.87,,,,1804859.3,,,,4476118.65,,,,163996.45,,,,,,,343088.63,,,,449668.04,,,,629306.8,,,,831008.76,,,,1508052.7,,,,,,314343.93,,,,381110.24,,,,580900.81,,,,695284.72,,,,1126384.97,,,,2591346.31,,,,1439034.32,,,,,,,,,,,,,,,,,,,2.953,1.512
Norway,1989,21.83,,,,,,13.17,,,,,,4.13,,,,,,2.55,,,,0.9,,,,0.59,,,,,,,,,,8.66,,,,9.04,,,,1.57,,,,1.65,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3307.668,3307.668,,,,387499.6875,,,0.6170002,189873.42,,,,,189873.42,414422.07,,,,500085.37,,,,783657.36,,,,969483.79,,,,1708772.09,,,,4356176.76,,,,164923.57,,,,,,,328758.77,,,,429192.37,,,,597830.93,,,,784661.71,,,,1414616.01,,,,,,301620.66,,,,364343.5,,,,552836.15,,,,658994.96,,,,1055202.3,,,,2467908.55,,,,1338184.39,,,,,,,,,,,,,,,,,,,2.954,1.512
Norway,1990,22.19,,,,,,13.47,,,,,,4.28,,,,,,2.66,,,,0.93,,,,0.61,,,,,,,,,,8.72,,,,9.19,,,,1.62,,,,1.73,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3324.423,3324.423,,,,408447.375,,,0.6423778,191262.28,,,,,191262.28,424322.68,,,,515210.35,,,,819262.97,,,,1017483.33,,,,1779722.1,,,,4476618.23,,,,165366.68,,,,,,,333435.02,,,,439197.19,,,,621042.61,,,,826923.64,,,,1480066.98,,,,,,305583.43,,,,370654.18,,,,571626.26,,,,689314.02,,,,1119652.71,,,,2484768.45,,,,1415989.24,,,,,,,,,,,,,,,,,,,2.968,1.508
Norway,1991,22.27,,,,,,13.61,,,,,,4.37,,,,,,2.72,,,,0.94,,,,0.61,,,,,,,,,,8.66,,,,9.23,,,,1.65,,,,1.78,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3346.384,3346.384,,,,428315.75,,,0.6643512,192659.56,,,,,192659.56,429048.51,,,,524307.56,,,,842594.34,,,,1047927.08,,,,1813210.16,,,,4319063.17,,,,166394.12,,,,,,,333789.46,,,,444735.86,,,,637261.61,,,,856606.31,,,,1534782.05,,,,,,305260.24,,,,372242.89,,,,584931.61,,,,709564.49,,,,1166551.71,,,,2515085.49,,,,1469192.86,,,,,,,,,,,,,,,,,,,3.005,1.499
Norway,1992,23.27,,,,,,14.82,,,,,,5.38,,,,,,3.58,,,,1.5,,,,1.06,,,,,,,,,,8.45,,,,9.44,,,,1.8,,,,2.08,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3366.229,3366.229,,,,449394.46875,,,0.6799112,196350.45,,,,,196350.45,456972.1,,,,581934.47,,,,1056592,,,,1406094.99,,,,2947553.12,,,,9978144.38,,,,167392.48,,,,,,,332009.72,,,,463270.09,,,,707089,,,,1020730.45,,,,2166376.31,,,,,,299156.73,,,,376813.93,,,,637142.06,,,,805399.33,,,,1504608.32,,,,4054206.09,,,,2047767.51,,,,,,,,,,,,,,,,,,,2.244,1.804
Norway,1993,25.57,,,,,,16.9,,,,,,6.97,,,,,,4.97,,,,2.4,,,,1.76,,,,,,,,,,8.67,,,,9.93,,,,2,,,,2.57,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3382.34,3382.34,,,,466136.625,,,0.6953554,198193.38,,,,,198193.38,506750.98,,,,669979.8,,,,1382016.35,,,,1969555.41,,,,4757718.69,,,,16654613.16,,,,163909.2,,,,,,,343522.16,,,,491970.66,,,,794477.28,,,,1272514.6,,,,3435841.53,,,,,,308043.93,,,,392317.39,,,,701368,,,,929165.19,,,,2117047.02,,,,7919806.6,,,,3113228.31,,,,,,,,,,,,,,,,,,,1.863,2.159
Norway,1994,26.91,,,,,,17.87,,,,,,7.43,,,,,,5.3,,,,2.53,,,,1.84,,,,,,,,,,9.04,,,,10.44,,,,2.13,,,,2.76,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3396.196,3396.196,,,,475796.15625,,,0.7050802,198696.25,,,,,198696.25,534725.38,,,,710123.46,,,,1475656.44,,,,2104562.48,,,,5029867.47,,,,16885592.32,,,,161359.68,,,,,,,359327.3,,,,518740.22,,,,846750.41,,,,1373236.23,,,,3712564.71,,,,,,321523.72,,,,411868.06,,,,744879.84,,,,994071.36,,,,2307539.02,,,,8183041.11,,,,3388976.33,,,,,,,,,,,,,,,,,,,1.878,2.139
Norway,1995,26.86,,,,,,17.83,,,,,,7.36,,,,,,5.25,,,,2.56,,,,1.9,,,,,,,,,,9.03,,,,10.47,,,,2.11,,,,2.68,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3408.933,3408.933,,,,500651.28125,,,0.7224002,203300.77,,,,,203300.77,546099.46,,,,724855.07,,,,1496239.8,,,,2133646.41,,,,5213403.18,,,,19426038.25,,,,165212.03,,,,,,,367343.86,,,,532008.88,,,,858833.19,,,,1363707.21,,,,3634221.51,,,,,,328211.45,,,,421788.39,,,,758720.77,,,,1002906.77,,,,2248476.82,,,,8694350.33,,,,3296234.08,,,,,,,,,,,,,,,,,,,1.845,2.184
Norway,1996,27.84,,,,,,18.65,,,,,,7.96,,,,,,5.79,,,,3,,,,2.29,,,,,,,,,,9.18,,,,10.69,,,,2.17,,,,2.79,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3422.458,3422.458,,,,526145.0625,,,0.7314999,210161.46,,,,,210161.46,584991.17,,,,784103.2,,,,1673432.27,,,,2435266.04,,,,6305601.32,,,,25922193.19,,,,168513.71,,,,,,,385879.14,,,,561770.94,,,,911598.49,,,,1467682.23,,,,4125980,,,,,,344224.22,,,,444155.87,,,,805085.5,,,,1065481.96,,,,2482160.12,,,,9876419,,,,3720191.64,,,,,,,,,,,,,,,,,,,1.736,2.359
Norway,1997,29.09,,,,,,19.7,,,,,,8.61,,,,,,6.31,,,,3.28,,,,2.48,,,,,,,,,,9.38,,,,11.09,,,,2.3,,,,3.03,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3437.99,3437.99,,,,558101.5,,,0.7503706,216337.99,,,,,216337.99,629221.13,,,,852516.8,,,,1863048.41,,,,2731835.74,,,,7094480,,,,27031112.98,,,,170462.09,,,,,,,405925.46,,,,599883.9,,,,994261.08,,,,1641174.68,,,,4879298.56,,,,,,360488.55,,,,469634.63,,,,873168.58,,,,1168222.8,,,,2852350.69,,,,11784577.4,,,,4403450.98,,,,,,,,,,,,,,,,,,,1.722,2.385
Norway,1998,27.96,,,,,,18.79,,,,,,7.99,,,,,,5.77,,,,2.86,,,,2.12,,,,,,,,,,9.17,,,,10.8,,,,2.22,,,,2.91,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3456.946,3456.946,,,,612113.0625,,,0.7671116,230823.77,,,,,230823.77,645430.69,,,,867413.21,,,,1844779,,,,2662830.79,,,,6604775.02,,,,23713763.7,,,,184756.33,,,,,,,423448.16,,,,623071.77,,,,1026727.21,,,,1677344.73,,,,4703776.28,,,,,,376346.83,,,,489237.84,,,,902867.38,,,,1206864.89,,,,2861643.77,,,,11143359.73,,,,4276170.76,,,,,,,,,,,,,,,,,,,1.805,2.242
Norway,1999,28.31,,,,,,19.19,,,,,,8.38,,,,,,6.13,,,,3.11,,,,2.33,,,,,,,,,,9.13,,,,10.8,,,,2.26,,,,3.01,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3478.179,3478.179,,,,649218.9375,,,0.784838,237825.95,,,,,237825.95,673314.2,,,,912558.74,,,,1994159.09,,,,2913704.26,,,,7405616.81,,,,28365938.51,,,,189438.37,,,,,,,434069.65,,,,642158.66,,,,1074613.92,,,,1790726.12,,,,5076692.18,,,,,,385429.87,,,,502014.44,,,,941213.36,,,,1270962.95,,,,3077221.09,,,,11836837.9,,,,4641085.26,,,,,,,,,,,,,,,,,,,1.755,2.325
Norway,2000,30.45,,,,,,21.36,,,,,,10.31,,,,,,7.89,,,,4.4,,,,3.38,,,,,,,,,,9.09,,,,11.05,,,,2.42,,,,3.5,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3494.101,3494.101,,,,697332.25,,,0.8090584,246674.6,,,,,246674.6,751138.4,,,,1053909.49,,,,2544138.62,,,,3894872.02,,,,10851742.04,,,,43925601.87,,,,190623.07,,,,,,,448367.3,,,,681352.21,,,,1193405.22,,,,2155654.51,,,,7176868.73,,,,,,395570.97,,,,522904.19,,,,1027243.58,,,,1440439.98,,,,4067197.36,,,,18165191.58,,,,6405594.82,,,,,,,,,,,,,,,,,,,1.587,2.702
Norway,2001,26.87,,,,,,17.93,,,,,,7.36,,,,,,5.19,,,,2.47,,,,1.79,,,,,,,,,,8.93,,,,10.58,,,,2.16,,,,2.73,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3508.522,3508.522,,,,731486.1875,,,0.8334704,250144.94,,,,,250144.94,672032.42,,,,897266.06,,,,1840942.52,,,,2598874.83,,,,6167704.33,,,,22095820.25,,,,203268.56,,,,,,,446798.77,,,,661346.95,,,,1083010.21,,,,1706667.45,,,,4397913.67,,,,,,395694.9,,,,518314.72,,,,957322.49,,,,1261592.43,,,,2819584.09,,,,9400693.28,,,,4108604,,,,,,,,,,,,,,,,,,,1.904,2.106
Norway,2002,28.9,,,,,,20.15,,,,,,9.61,,,,,,7.35,,,,4.16,,,,3.29,,,,,,,,,,8.76,,,,10.53,,,,2.26,,,,3.19,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3529.515,3529.515,,,,789215.75,,,0.8447183,264709.08,,,,,264709.08,765077.34,,,,1066541.38,,,,2544612.76,,,,3891464.49,,,,11018425.53,,,,51202192.86,,,,209112.61,,,,,,,463613.3,,,,697023.53,,,,1197761.02,,,,2109724.23,,,,6553562.49,,,,,,409959.17,,,,539114.66,,,,1038926.27,,,,1435389.81,,,,3805979,,,,16124192.47,,,,5875450.03,,,,,,,,,,,,,,,,,,,1.571,2.751
Norway,2003,29.82,,,,,,21.09,,,,,,10.4,,,,,,8.03,,,,4.58,,,,3.58,,,,,,,,,,8.73,,,,10.69,,,,2.37,,,,3.45,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3549.602,3549.602,,,,828107.25,,,0.8654877,269554.15,,,,,269554.15,803889.55,,,,1137048.53,,,,2802536.12,,,,4327339.84,,,,12332591.75,,,,52367218.15,,,,210183.55,,,,,,,470730.58,,,,720676.63,,,,1277732.39,,,,2326026.87,,,,7884299.93,,,,,,415026.13,,,,549747.86,,,,1096491.63,,,,1548953.3,,,,4322996.25,,,,20969564.77,,,,6879358.45,,,,,,,,,,,,,,,,,,,1.554,2.805
Norway,2004,31.7,,,,,,22.7,,,,,,11.62,,,,,,9.15,,,,5.49,,,,4.41,,,,,,,,,,9.01,,,,11.07,,,,2.48,,,,3.66,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3574.399,3574.399,,,,854120.1875,,,0.8688113,275036.6,,,,,275036.6,871957.47,,,,1248415.86,,,,3196642.6,,,,5031491.87,,,,15094118.35,,,,70681288.72,,,,208712.06,,,,,,,495499.08,,,,761359.17,,,,1361793.33,,,,2515835.24,,,,8917766.09,,,,,,435941.59,,,,579990.13,,,,1163389.51,,,,1662565.78,,,,4757195.05,,,,24593851.42,,,,7779847.81,,,,,,,,,,,,,,,,,,,1.483,3.069
Norway,2005,37.06,,,,,,28.13,,,,,,16.49,,,,,,13.47,,,,8.25,,,,6.61,,,,,,,,,,8.93,,,,11.65,,,,3.02,,,,5.21,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3606.964,3606.964,,,,918358.5625,,,0.8821673,288615.39,,,,,288615.39,1069507.62,,,,1623813.03,,,,4758047.91,,,,7773928.72,,,,23820411.91,,,,113394955.82,,,,201849.59,,,,,,,515202.22,,,,840254.31,,,,1742167.1,,,,3762307.92,,,,13867684.8,,,,,,447170.27,,,,612752.24,,,,1402822.31,,,,2266618.76,,,,7577909.36,,,,38825274.06,,,,12217676.56,,,,,,,,,,,,,,,,,,,1.43,3.328
Norway,2006,28.22,,,,,,18.97,,,,,,7.86,,,,,,5.56,,,,2.62,,,,1.89,,,,,,,,,,9.26,,,,11.11,,,,2.3,,,,2.94,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3646.63,3646.63,,,,908676,,,0.9029375,275968.61,,,,,275968.61,778878.61,,,,1046812.1,,,,2169011.44,,,,3070481.32,,,,7238412.87,,,,23805342.37,,,,220089.72,,,,,,,510945.12,,,,766262.27,,,,1267541.56,,,,2028498.43,,,,5397642.93,,,,,,448738.7,,,,596825.36,,,,1115985.33,,,,1486041.95,,,,3385185.58,,,,11606020.38,,,,5022400.79,,,,,,,,,,,,,,,,,,,1.911,2.098
Norway,2007,28.97,,,,,,19.78,,,,,,8.54,,,,,,6.14,,,,2.92,,,,2.1,,,,,,,,,,9.19,,,,11.24,,,,2.41,,,,3.21,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3701.479,3701.479,,,,1005373.4375,,,0.9096477,298592.5,,,,,298592.5,865031.44,,,,1181300.19,,,,2550704.35,,,,3664286.79,,,,8723566.25,,,,27300919.72,,,,235654.84,,,,,,,548762.7,,,,838949.15,,,,1437121.91,,,,2399466.93,,,,6659415.86,,,,,,479609.85,,,,644644.08,,,,1250539.09,,,,1711377.94,,,,4097424.76,,,,14323204.51,,,,6105151.5,,,,,,,,,,,,,,,,,,,1.873,2.146
Norway,2008,27.11,,,,,,18.34,,,,,,7.7,,,,,,5.45,,,,2.49,,,,1.76,,,,,,,,,,8.77,,,,10.64,,,,2.25,,,,2.95,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3759.66,3759.66,,,,1110045.625,,,0.9435821,312905.04,,,,,312905.04,848393.96,,,,1147720.77,,,,2409948.11,,,,3408890.47,,,,7800539.96,,,,22854282.76,,,,253406.27,,,,,,,549067.15,,,,832163.94,,,,1411005.75,,,,2310978.1,,,,6127901.87,,,,,,480611.05,,,,643364.24,,,,1232811.6,,,,1671130.62,,,,3862755.41,,,,13006863.46,,,,5650964.34,,,,,,,,,,,,,,,,,,,1.96,2.041
Norway,2009,26.95,,,,,,17.95,,,,,,7.11,,,,,,4.88,,,,2.09,,,,1.45,,,,,,,,,,9.01,,,,10.83,,,,2.23,,,,2.79,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3812.885,3812.885,,,,1138789.5,,,0.9640276,309813.46,,,,,309813.46,835056.85,,,,1111947.54,,,,2202911.11,,,,3021962.03,,,,6462865.2,,,,18362121.13,,,,251453.08,,,,,,,558166.15,,,,839206.65,,,,1383860.19,,,,2161736.24,,,,5140725.65,,,,,,489025.42,,,,653155.57,,,,1220540.78,,,,1615191.3,,,,3435519.89,,,,10565821.95,,,,4771961.91,,,,,,,,,,,,,,,,,,,2.139,1.878
Norway,2010,27.99,,,,,,18.81,,,,,,7.74,,,,,,5.44,,,,2.5,,,,1.8,,,,,,,,,,9.18,,,,11.07,,,,2.31,,,,2.94,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3869.78,3869.78,,,,1184684.375,,,0.9871574,310120.15,,,,,310120.15,868066.82,,,,1166767.57,,,,2400937.68,,,,3371753.69,,,,7755630.11,,,,26098403.37,,,,248126.08,,,,,,,569366.07,,,,858225.04,,,,1430121.68,,,,2275784.58,,,,5717544.19,,,,,,498309.61,,,,666585.71,,,,1257206.84,,,,1675844.25,,,,3675011.82,,,,12205387.27,,,,5254420.58,,,,,,,,,,,,,,,,,,,1.964,2.038
